B_Height_cms,B_Weight_lbs,B_age,B_total_rounds_fought,R_Reach_cms,weight_class,B_longest_win_streak,R_age,R_Height_cms,R_Weight_lbs,R_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_avg_CTRL_time(seconds),B_avg_LEG_landed,B_current_win_streak,R_avg_DISTANCE_landed,B_Stance_Orthodox,R_avg_TD_pct,B_avg_SIG_STR_pct,R_avg_opp_BODY_att,B_Reach_cms
175.26,185.0,27.0,6.0,190.5,7,1.0,26.0,185.42,185.0,244.0,120.0,283.0,6.5,0.0,21.0,True,0.640675048828125,0.495,7.0,182.88
170.18,135.0,32.0,18.0,170.18,3,1.0,35.0,162.56,135.0,190.5,213.8125,283.0,1.71875,1.0,47.5,True,0.3562499999999999,0.549375,14.0,170.18
152.4,115.0,28.0,0.0,160.02,1,0.0,25.0,160.02,115.0,104.125,94.5,99.75,3.625,0.0,18.25,False,0.25,0.4499999999999999,7.7141265869140625,154.94
185.42,205.0,22.0,0.0,195.58,8,0.0,29.0,190.5,205.0,151.5,94.5,99.75,3.625,0.0,12.0,False,0.625,0.4499999999999999,4.0,190.5
162.56,125.0,28.0,0.0,160.02,2,0.0,23.0,165.1,125.0,49.0,94.5,99.75,3.625,0.0,2.0,True,0.640675048828125,0.4499999999999999,0.0,157.48
182.88,170.0,34.0,9.0,175.26,6,2.0,28.0,170.18,170.0,323.796875,24.3125,46.625,3.875,1.0,11.5,False,0.3,0.5,12.0,185.42
170.18,135.0,27.0,3.0,177.8,3,1.0,31.0,170.18,135.0,8.0,60.0,254.0,11.0,1.0,16.0,True,0.640675048828125,0.46,3.0,175.26
167.64,145.0,27.0,3.0,172.72,3,1.0,24.0,170.18,135.0,14.0,16.0,283.0,6.0,1.0,18.0,True,0.0,0.58,14.0,162.56
190.5,225.0,34.0,24.0,187.96,9,4.0,26.0,190.5,225.0,1.0,275.8466796875,144.57720255851746,3.073903083801269,1.0,12.0,True,0.0,0.4724102592468261,5.0,195.58
154.94,115.0,29.0,24.0,172.72,2,4.0,31.0,175.26,125.0,319.666015625,5.000152587890625,44.93418884277344,10.624526977539062,0.0,32.732421875,True,0.5,0.3720402526855468,11.328125,157.48
172.72,145.0,26.0,0.0,182.88,4,0.0,30.0,180.34,145.0,12.75,94.5,99.75,3.625,0.0,47.5,True,0.165,0.4499999999999999,18.9375,172.72
185.42,185.0,23.0,2.0,182.88,7,0.0,29.0,182.88,199.0,104.125,0.0,0.0,3.0,0.0,18.25,True,0.25,0.56,7.7141265869140625,187.96
185.42,205.0,34.0,24.0,193.04,8,4.0,35.0,187.96,205.0,69.291015625,55.763671875,283.0,5.744140625,3.0,14.02001953125,True,0.50048828125,0.5864794921875001,2.12353515625,190.5
175.26,190.0,29.0,0.0,182.88,5,0.0,22.0,180.34,199.0,0.0,94.5,99.75,3.625,0.0,0.75,True,0.640675048828125,0.4499999999999999,0.5,182.88
185.42,225.0,29.0,0.0,182.88,10,0.0,30.0,185.42,219.0,104.125,94.5,99.75,3.625,0.0,18.25,False,0.25,0.4499999999999999,7.7141265869140625,182.88
172.72,145.0,26.0,3.0,182.88,4,1.0,30.0,177.8,145.0,172.4375,41.5,110.5,2.5,0.0,13.0,True,0.51625,0.345,11.0625,172.72
175.26,145.0,26.0,5.0,187.96,4,3.0,29.0,180.34,145.0,40.634765625,28.75,56.0,6.75,3.0,44.154296875,True,0.11748291015625,0.47,12.065673828125,180.34
172.72,135.0,25.0,3.0,185.42,3,0.0,29.0,182.88,135.0,104.125,275.8466796875,252.0,4.0,0.0,18.25,True,0.25,0.41,7.7141265869140625,175.26
177.8,170.0,34.0,3.0,185.42,7,1.0,29.0,180.34,185.0,213.87384033203125,44.0,191.0,3.0,1.0,17.91180419921875,True,0.326796875,0.35,9.10479736328125,190.5
190.5,225.0,34.0,24.0,195.58,9,4.0,30.0,193.04,225.0,323.796875,241.6331577301025,107.12246704101562,0.5129470825195312,2.0,20.85009765625,True,0.47080078125,0.5864794921875001,7.287109375,195.58
180.34,185.0,33.0,0.0,177.8,6,0.0,28.0,175.26,170.0,96.68585205078124,94.5,99.75,3.625,0.0,39.891357421875,False,0.4309912109375,0.4499999999999999,15.3814697265625,182.88
175.26,155.0,30.0,17.0,187.96,5,4.0,31.0,177.8,145.0,199.15625,166.890625,170.71875,3.4375,0.0,6.0625,True,0.600625,0.3184375,2.25,182.88
185.42,175.0,34.0,10.0,185.42,0,4.0,32.0,175.26,170.0,165.138427734375,0.0,0.0,0.6171875,3.0,1.8453369140625,False,0.640675048828125,0.261015625,2.001220703125,182.88
180.34,135.0,27.0,2.0,172.72,3,1.0,30.0,167.64,125.0,213.5,13.0,283.0,1.0,1.0,15.25,True,0.640675048828125,0.48,18.0,182.88
180.34,225.0,30.0,0.0,182.88,10,0.0,22.0,180.34,199.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
185.42,185.0,22.0,16.0,170.18,6,2.0,32.0,167.64,155.0,190.5625,241.25,154.5,2.671875,2.0,7.1875,False,0.25625,0.39546875,6.875,193.04
175.26,170.0,34.0,4.0,185.42,6,1.0,27.0,177.8,170.0,189.0,118.75,50.75,3.75,1.0,2.0,True,0.640675048828125,0.5864794921875001,0.0,182.88
182.88,170.0,25.0,4.0,182.88,7,1.0,24.0,182.88,185.0,104.125,275.8466796875,93.5,2.5,0.0,18.25,True,0.25,0.5864794921875001,7.7141265869140625,187.96
172.72,145.0,34.0,24.0,187.96,5,4.0,29.0,177.8,155.0,38.53069686889648,39.625274658203125,276.9311451911926,10.44724702835083,1.0,14.804340839385986,True,0.640675048828125,0.5839707422256469,5.996989727020264,172.72
185.42,185.0,30.0,4.0,185.42,7,2.0,35.0,182.88,185.0,26.0,0.0,235.5,3.5,2.0,26.0,False,0.0,0.405,6.0,195.58
180.34,170.0,22.0,13.0,187.96,7,3.0,33.0,182.88,185.0,275.26953125,46.375,102.21875,0.71875,3.0,22.017578125,False,0.3128125,0.3603125,4.580078125,187.96
182.88,155.0,33.0,0.0,190.5,6,0.0,21.0,180.34,170.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,190.5
177.8,170.0,30.0,9.0,182.88,6,1.0,26.0,177.8,170.0,170.0,153.5,251.125,5.125,0.0,20.5,True,0.625,0.55625,5.0,187.96
167.64,145.0,29.0,10.0,180.34,4,4.0,34.0,177.8,145.0,204.4580307006836,33.25,283.0,11.0,3.0,19.143463134765625,True,0.2834539794921875,0.5864794921875001,12.85919189453125,180.34
180.34,225.0,34.0,24.0,195.58,9,4.0,35.0,193.04,225.0,323.796875,32.9716796875,142.015625,6.02734375,3.0,26.9251708984375,True,0.349654541015625,0.534365234375,6.4755859375,182.88
177.8,155.0,26.0,0.0,177.8,5,0.0,23.0,175.26,155.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,180.34
187.96,170.0,31.0,8.0,185.42,6,3.0,32.0,180.34,170.0,34.609375,164.75,17.0,11.0,3.0,18.203125,True,0.04,0.475,5.625,193.04
180.34,155.0,28.0,0.0,177.8,5,0.0,29.0,177.8,155.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
167.64,145.0,32.0,12.0,180.34,4,2.0,35.0,172.72,145.0,153.28076171875,33.5,112.5,11.0,2.0,24.94091796875,True,0.640675048828125,0.33625,3.22314453125,177.8
210.82,225.0,23.0,12.0,187.96,9,3.0,32.0,180.34,225.0,23.78125,126.34375,37.484375,1.984375,0.0,17.65625,True,0.0,0.485,5.5,195.58
172.72,145.0,33.0,0.0,182.88,4,0.0,30.0,175.26,145.0,323.796875,94.5,99.75,3.625,0.0,9.0,True,0.640675048828125,0.4499999999999999,2.0,170.18
180.34,170.0,27.0,12.0,185.42,6,2.0,28.0,182.88,170.0,261.0703125,27.3125,9.0,5.0625,2.0,26.2421875,True,0.505625,0.3556249999999999,11.578125,182.88
190.5,205.0,22.0,5.0,187.96,8,1.0,33.0,190.5,205.0,41.0,144.5,35.0,2.25,0.0,24.75,True,0.25,0.46,3.75,195.58
182.88,170.0,30.0,3.0,187.96,6,1.0,25.0,182.88,170.0,122.0,134.0,199.0,0.0,1.0,8.0,True,0.640675048828125,0.41,6.0,182.88
185.42,185.0,32.0,24.0,185.42,7,4.0,34.0,185.42,205.0,323.796875,83.4857177734375,118.7578125,5.778076171875,3.0,8.63671875,True,0.6237890625,0.45832275390625,3.91015625,190.5
182.88,225.0,34.0,24.0,195.58,9,3.0,28.0,200.66,225.0,225.0,42.58966064453125,222.3706512451172,4.776412963867188,2.0,31.0,True,0.5,0.4178884887695313,7.0,185.42
170.18,125.0,29.0,0.0,182.88,2,0.0,31.0,182.88,185.0,255.0,94.5,99.75,3.625,0.0,22.5,False,0.225,0.4499999999999999,18.9375,177.8
172.72,115.0,29.0,4.0,162.56,1,2.0,31.0,162.56,125.0,200.875,275.8466796875,31.0,2.5,2.0,31.125,True,0.515,0.5864794921875001,12.375,170.18
185.42,145.0,25.0,10.0,180.34,5,2.0,23.0,175.26,155.0,323.796875,134.6875,96.5625,1.375,2.0,4.0,True,0.640675048828125,0.2337499999999999,9.0,185.42
193.04,205.0,28.0,6.0,190.5,8,1.0,28.0,190.5,185.0,213.5,275.8466796875,234.0,6.0,0.0,5.5,True,0.5,0.35,2.0,195.58
187.96,205.0,30.0,19.0,195.58,8,3.0,29.0,187.96,205.0,109.83203125,51.451171875,203.193359375,1.578125,1.0,28.9453125,True,0.22884765625,0.43826171875,12.171875,195.58
193.04,225.0,28.0,0.0,195.58,9,0.0,27.0,185.42,225.0,323.796875,94.5,99.75,3.625,0.0,9.125,True,0.5375,0.4499999999999999,4.0,195.58
187.96,225.0,25.0,5.0,195.58,9,3.0,34.0,193.04,225.0,3.748245239257813,28.5,74.25,3.75,3.0,47.5,False,0.0396728515625,0.5625,10.676666259765623,190.5
182.88,170.0,27.0,1.0,182.88,6,1.0,26.0,180.34,170.0,60.0,1.0,171.0,2.0,1.0,47.5,True,0.0,0.37,18.9375,193.04
200.66,225.0,34.0,0.0,182.88,9,0.0,35.0,177.8,225.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,195.58
185.42,205.0,34.0,24.0,187.96,8,3.0,34.0,182.88,185.0,22.661285400390625,194.1478881835937,75.91517639160156,5.563262939453125,0.0,8.737472534179688,True,0.0330667114257812,0.2534849548339843,2.59912109375,195.58
177.8,170.0,31.0,11.0,185.42,6,2.0,28.0,177.8,170.0,305.875,138.5,132.25,4.375,2.0,0.75,True,0.640675048828125,0.29125,0.25,182.88
185.42,205.0,33.0,12.0,190.5,8,1.0,35.0,185.42,205.0,200.5,128.6875,114.71875,7.65625,1.0,20.0,True,0.385,0.5864794921875001,8.0,185.42
177.8,185.0,25.0,0.0,190.5,7,0.0,23.0,187.96,185.0,224.0,94.5,99.75,3.625,0.0,39.0,False,0.0,0.4499999999999999,3.0,185.42
193.04,205.0,29.0,13.0,195.58,8,4.0,34.0,193.04,205.0,323.796875,105.75,145.0,11.0,0.0,11.756591796875,True,0.4755810546875,0.50625,4.95556640625,195.58
180.34,170.0,31.0,20.0,175.26,6,3.0,30.0,175.26,185.0,298.205078125,119.6484375,98.951171875,7.294921875,3.0,33.5546875,False,0.476142578125,0.4756445312499999,18.9375,187.96
165.1,125.0,27.0,21.0,170.18,2,2.0,31.0,165.1,125.0,69.09375,256.0,224.53125,1.921875,1.0,11.875,True,0.2859375,0.4475,18.9375,165.1
180.34,170.0,24.0,3.0,193.04,6,0.0,25.0,187.96,170.0,170.0,275.8466796875,41.0,6.0,0.0,7.5,True,0.5,0.53,9.5,185.42
187.96,205.0,34.0,22.0,195.58,8,3.0,28.0,190.5,205.0,305.224609375,20.900390625,236.513671875,5.974609375,0.0,13.904296875,True,0.38111328125,0.4837890625,3.921875,193.04
185.42,185.0,27.0,12.0,195.58,7,4.0,34.0,187.96,185.0,74.7421875,117.625,103.34375,1.40625,0.0,14.546875,True,0.53125,0.205,1.625,195.58
177.8,170.0,28.0,7.0,190.5,6,1.0,31.0,180.34,170.0,143.654296875,51.75,283.0,1.5,0.0,43.4296875,True,0.14345703125,0.5864794921875001,11.443359375,187.96
175.26,145.0,28.0,0.0,185.42,4,0.0,23.0,167.64,135.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
175.26,170.0,22.0,0.0,172.72,6,0.0,29.0,170.18,155.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,177.8
187.96,170.0,31.0,20.0,185.42,6,3.0,34.0,182.88,170.0,212.5,65.1640625,55.296875,6.1328125,2.0,29.0,True,0.32,0.5316406250000001,11.5,190.5
162.56,115.0,26.0,22.0,167.64,2,3.0,26.0,160.02,125.0,317.0,157.8515625,191.3046875,4.203125,3.0,43.0,True,0.515,0.5231250000000001,6.5,165.1
167.64,125.0,28.0,0.0,162.56,2,0.0,32.0,160.02,125.0,71.9453125,94.5,99.75,3.625,0.0,29.96875,True,0.356015625,0.4499999999999999,9.9609375,170.18
175.26,185.0,34.0,6.0,190.5,7,2.0,35.0,185.42,185.0,32.086181640625,20.75,19.25,4.25,0.0,47.5,False,0.0331004333496093,0.4675,17.001575469970703,177.8
170.18,125.0,30.0,11.0,160.02,1,2.0,35.0,160.02,115.0,47.0,268.625,39.0625,5.5625,0.0,47.5,True,0.0,0.448125,18.9375,170.18
172.72,155.0,32.0,13.0,180.34,5,2.0,32.0,177.8,155.0,98.62711489200592,139.59375,94.5,0.90625,1.0,12.636645078659058,True,0.194976617693901,0.29375,17.79050499200821,177.8
167.64,125.0,28.0,0.0,167.64,3,0.0,35.0,167.64,135.0,162.171875,94.5,99.75,3.625,0.0,6.953125,False,0.640675048828125,0.4499999999999999,2.1875,172.72
177.8,155.0,24.0,0.0,180.34,5,0.0,28.0,177.8,170.0,223.0,94.5,99.75,3.625,0.0,29.0,True,0.2,0.4499999999999999,12.0,180.34
185.42,155.0,31.0,0.0,190.5,5,0.0,25.0,180.34,145.0,312.0,94.5,99.75,3.625,0.0,43.0,True,0.640675048828125,0.4499999999999999,4.0,190.5
162.56,115.0,25.0,8.0,165.1,1,1.0,31.0,162.56,115.0,230.0,267.5,162.5,5.0,0.0,4.5,True,0.5,0.4575,9.0,165.1
172.72,155.0,32.0,24.0,195.58,6,4.0,30.0,190.5,170.0,50.62326049804688,116.66347932815552,151.030255317688,10.486366748809814,0.0,25.1552734375,False,0.611478271484375,0.4700127363204956,3.386871337890625,177.8
172.72,145.0,29.0,24.0,170.18,4,4.0,33.0,165.1,135.0,261.44921875,236.140625,222.746337890625,4.990478515625,1.0,14.009765625,True,0.640675048828125,0.45302001953125,8.345703125,172.72
172.72,155.0,23.0,0.0,182.88,5,0.0,30.0,170.18,145.0,249.5,94.5,99.75,3.625,0.0,8.0,True,0.435,0.4499999999999999,3.0,182.88
182.88,205.0,32.0,5.0,195.58,8,2.0,35.0,190.5,205.0,55.69769859313965,102.0,283.0,1.5,2.0,22.290583610534668,True,0.1794963073730469,0.4525,16.47296714782715,193.04
182.88,170.0,28.0,13.0,193.04,6,2.0,35.0,185.42,170.0,90.6484375,49.8125,223.9375,5.875,0.0,21.9296875,False,0.058046875,0.4225,5.7578125,190.5
182.88,185.0,23.0,3.0,190.5,7,0.0,30.0,190.5,185.0,85.8125,275.8466796875,223.0,3.0,0.0,20.3125,True,0.0625,0.48,3.75,185.42
180.34,225.0,31.0,4.0,187.96,9,2.0,19.0,182.88,185.0,104.125,0.0,0.0,3.0,0.0,18.25,True,0.25,0.5864794921875001,7.7141265869140625,182.88
180.34,170.0,34.0,24.0,187.96,6,1.0,34.0,180.34,170.0,207.0,42.51953125,66.41015625,4.361328125,0.0,6.0,False,0.33,0.3674609375,14.75,185.42
170.18,125.0,28.0,0.0,175.26,3,0.0,29.0,170.18,125.0,4.0,94.5,99.75,3.625,0.0,8.0,True,0.0,0.4499999999999999,6.0,182.88
193.04,205.0,29.0,6.0,190.5,8,4.0,29.0,187.96,205.0,155.375,54.0,59.625,11.0,3.0,35.75,False,0.5,0.5864794921875001,13.5625,195.58
180.34,155.0,34.0,2.0,182.88,5,1.0,34.0,175.26,155.0,5.0,16.0,135.0,1.0,1.0,39.0,True,0.0,0.5864794921875001,10.0,185.42
182.88,170.0,26.0,6.0,185.42,6,1.0,26.0,182.88,170.0,19.5,275.8466796875,183.5,6.0,0.0,3.5,True,0.0,0.45,1.5,187.96
180.34,170.0,32.0,19.0,180.34,6,4.0,31.0,182.88,170.0,50.9267578125,55.4609375,81.3046875,3.3984375,0.0,47.5,True,0.27103515625,0.52875,13.658203125,185.42
170.18,145.0,32.0,24.0,177.8,5,4.0,28.0,175.26,155.0,130.14453125,118.3671875,282.296875,1.9453125,0.0,13.595703125,False,0.331328125,0.194453125,7.79296875,177.8
170.18,125.0,24.0,15.0,165.1,3,2.0,30.0,167.64,135.0,14.1875,80.9375,283.0,6.65625,2.0,26.3125,False,0.3125,0.5309375,14.375,167.64
193.04,205.0,29.0,0.0,182.88,8,0.0,25.0,180.34,185.0,104.125,94.5,99.75,3.625,0.0,18.25,False,0.25,0.4499999999999999,7.7141265869140625,195.58
187.96,225.0,34.0,0.0,193.04,9,0.0,30.0,187.96,185.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
160.02,115.0,34.0,3.0,165.1,1,0.0,24.0,162.56,115.0,251.0,261.0,283.0,11.0,0.0,30.0,True,0.640675048828125,0.45,15.5,182.88
180.34,225.0,28.0,4.0,182.88,9,2.0,33.0,185.42,205.0,104.125,0.0,0.0,7.5,2.0,18.25,True,0.25,0.475,7.7141265869140625,182.88
182.88,185.0,24.0,5.0,190.5,8,1.0,30.0,185.42,185.0,104.125,6.0,283.0,0.5,0.0,18.25,True,0.25,0.52,7.7141265869140625,182.88
170.18,125.0,34.0,3.0,175.26,2,0.0,26.0,162.56,125.0,78.75,2.0,46.0,5.0,0.0,47.5,True,0.285,0.23,13.875,172.72
187.96,185.0,25.0,13.0,182.88,7,2.0,30.0,182.88,185.0,323.796875,87.875,114.4375,11.0,2.0,12.5625,True,0.4275,0.425625,11.125,190.5
190.5,205.0,34.0,17.0,195.58,8,4.0,35.0,187.96,205.0,116.0791015625,58.47265625,83.2578125,10.34765625,0.0,25.2685546875,False,0.364921875,0.4874609375,10.0361328125,195.58
167.64,125.0,28.0,10.0,172.72,2,3.0,27.0,165.1,125.0,25.0,2.25,119.75,4.875,3.0,47.5,True,0.28,0.47375,18.9375,167.64
190.5,155.0,32.0,13.0,190.5,6,2.0,32.0,182.88,185.0,78.90625,275.8466796875,27.5,3.25,0.0,31.4375,False,0.234375,0.58375,7.5625,187.96
182.88,185.0,32.0,10.0,193.04,8,3.0,28.0,185.42,185.0,104.125,41.1875,283.0,1.46875,3.0,18.25,True,0.25,0.5864794921875001,7.7141265869140625,187.96
170.18,155.0,26.0,0.0,182.88,5,0.0,25.0,177.8,155.0,15.90625,94.5,99.75,3.625,0.0,47.5,True,0.03125,0.4499999999999999,6.6875,177.8
167.64,125.0,31.0,11.0,167.64,2,1.0,34.0,170.18,125.0,172.251708984375,70.875,38.1875,11.0,1.0,30.794677734375,True,0.23367431640625,0.4181249999999999,12.7840576171875,175.26
182.88,185.0,26.0,5.0,190.5,7,2.0,34.0,182.88,185.0,106.431640625,101.0,183.5,1.5,2.0,33.71484375,True,0.0146484375,0.5864794921875001,10.59765625,187.96
190.5,185.0,27.0,0.0,195.58,7,0.0,34.0,182.88,185.0,5.872802734375,94.5,99.75,3.625,0.0,34.878662109375,True,0.01030029296875,0.4499999999999999,18.9375,195.58
162.56,115.0,34.0,24.0,167.64,1,1.0,26.0,160.02,125.0,189.0,185.302734375,155.885986328125,6.2451171875,0.0,41.0,True,0.640675048828125,0.44464599609375,6.0,160.02
170.18,145.0,28.0,0.0,175.26,4,0.0,29.0,175.26,145.0,323.796875,94.5,99.75,3.625,0.0,24.5,True,0.455,0.4499999999999999,10.5,177.8
177.8,170.0,34.0,24.0,187.96,6,4.0,30.0,182.88,170.0,94.62109375,51.95580101013184,167.23085963726044,0.509710431098938,2.0,5.6875,True,0.5103125,0.2764698576927185,6.1484375,185.42
185.42,225.0,34.0,14.0,190.5,9,2.0,29.0,187.96,225.0,323.796875,52.6015625,145.134765625,2.736328125,2.0,4.0,True,0.640675048828125,0.58248046875,0.0,190.5
172.72,155.0,34.0,2.0,177.8,5,0.0,26.0,172.72,145.0,227.0,275.8466796875,88.0,0.0,0.0,0.0,True,0.640675048828125,0.0,2.0,182.88
180.34,155.0,30.0,11.0,185.42,5,2.0,35.0,185.42,155.0,21.271666472312063,4.125,31.75,11.0,1.0,47.5,True,0.6334553418820724,0.53625,18.9375,177.8
177.8,170.0,28.0,19.0,193.04,6,2.0,22.0,185.42,170.0,18.0,123.4296875,283.0,11.0,2.0,11.6875,True,0.0625,0.443984375,3.6875,182.88
177.8,155.0,29.0,4.0,190.5,5,1.0,27.0,172.72,155.0,323.796875,232.0,283.0,0.0,0.0,4.125,True,0.63375,0.5864794921875001,1.75,180.34
177.8,170.0,30.0,14.0,190.5,6,2.0,28.0,185.42,170.0,113.875,275.8466796875,84.125,11.0,1.0,5.0625,True,0.5,0.4031249999999999,4.375,190.5
182.88,185.0,33.0,17.0,182.88,7,4.0,28.0,177.8,185.0,104.125,61.6875,283.0,3.96875,3.0,18.25,False,0.25,0.46046875,7.7141265869140625,187.96
185.42,205.0,34.0,12.0,195.58,8,3.0,33.0,190.5,205.0,112.88671875,155.28125,123.21875,9.875,3.0,31.115234375,True,0.1484375,0.473125,15.63671875,195.58
167.64,115.0,26.0,3.0,162.56,1,0.0,27.0,157.48000000000002,115.0,299.0,275.8466796875,33.0,1.0,0.0,7.0,True,0.45,0.35,2.5,182.88
167.64,135.0,29.0,12.0,172.72,3,2.0,28.0,170.18,140.0,323.796875,41.125,283.0,6.25,0.0,17.5,True,0.640675048828125,0.4425,11.5,172.72
177.8,170.0,30.0,4.0,187.96,6,1.0,35.0,182.88,170.0,223.5,52.5,244.0,0.0,0.0,6.0,False,0.5,0.26,2.5,187.96
170.18,155.0,34.0,24.0,180.34,5,4.0,35.0,172.72,155.0,38.6580416704528,3.9240320324897766,170.16213439404964,8.855464398860931,1.0,6.751392763573676,True,0.640675048828125,0.4024673353135586,1.919807141181081,177.8
187.96,205.0,31.0,10.0,182.88,7,2.0,28.0,182.88,185.0,19.74609375,20.34375,1.953125,0.6953125,0.0,13.0390625,True,0.017578125,0.306015625,1.869140625,190.5
185.42,170.0,31.0,6.0,182.88,6,1.0,25.0,170.18,170.0,104.125,273.0,274.0,2.5,0.0,18.25,True,0.25,0.535,7.7141265869140625,190.5
165.1,115.0,31.0,9.0,162.56,1,1.0,32.0,160.02,115.0,107.75,144.75,283.0,9.0,0.0,38.375,True,0.5,0.4875,18.9375,162.56
182.88,170.0,27.0,7.0,185.42,6,1.0,31.0,180.34,170.0,89.5,89.75,70.25,7.75,1.0,31.25,True,0.640675048828125,0.3349999999999999,16.5,180.34
167.64,145.0,22.0,0.0,175.26,4,0.0,30.0,170.18,145.0,26.0,94.5,99.75,3.625,0.0,2.0,True,0.640675048828125,0.4499999999999999,1.0,167.64
170.18,145.0,23.0,0.0,182.88,4,0.0,24.0,177.8,145.0,323.796875,94.5,99.75,3.625,0.0,39.25,True,0.425,0.4499999999999999,9.0,175.26
177.8,155.0,30.0,24.0,195.58,5,4.0,27.0,175.26,170.0,243.73092651367188,34.97668170928955,34.88267421722412,3.270721197128296,2.0,31.049560546875,True,0.2316763305664062,0.5594542008638381,10.933441162109377,187.96
170.18,135.0,33.0,24.0,170.18,3,4.0,31.0,167.64,135.0,21.59375,140.4329833984375,9.009765625,3.353271484375,3.0,32.09375,True,0.015625,0.427789306640625,9.03125,177.8
187.96,205.0,34.0,24.0,193.04,8,4.0,35.0,187.96,205.0,38.99400329589844,95.43384552001952,283.0,4.511726379394531,3.0,36.63156509399414,True,0.367393798828125,0.5823753356933594,14.75945281982422,193.04
190.5,225.0,27.0,15.0,195.58,9,4.0,30.0,203.2,225.0,52.9765625,2.923828125,6.443359375,2.4140625,1.0,25.265625,True,0.03125,0.44484375,8.6796875,195.58
172.72,135.0,25.0,9.0,190.5,3,2.0,32.0,172.72,135.0,80.5,126.25,187.0,7.25,0.0,47.5,False,0.125,0.4325,18.9375,177.8
177.8,170.0,33.0,9.0,190.5,6,2.0,30.0,177.8,170.0,137.5625,148.4375,50.375,6.1875,2.0,36.5625,True,0.5625,0.3725,6.671875,177.8
177.8,170.0,25.0,4.0,185.42,6,2.0,35.0,182.88,170.0,68.65625,0.0,95.0,7.0,2.0,41.078125,True,0.0625,0.52,4.3125,180.34
185.42,155.0,34.0,24.0,187.96,6,4.0,31.0,175.26,155.0,28.0634765625,6.163644544780254,10.635833236156031,7.866832925006747,3.0,45.291015625,True,0.002734375,0.3647181994398124,18.8203125,185.42
175.26,185.0,23.0,10.0,180.34,6,4.0,29.0,175.26,170.0,53.6640625,177.75,113.625,6.625,3.0,17.60595703125,False,0.4542822265625,0.42375,11.9326171875,180.34
175.26,155.0,32.0,15.0,180.34,5,4.0,30.0,177.8,155.0,24.90625,185.625,117.0,7.75,3.0,32.40625,True,0.0625,0.53125,11.09375,177.8
177.8,185.0,26.0,0.0,185.42,8,0.0,30.0,177.8,205.0,70.0,94.5,99.75,3.625,0.0,8.0,True,0.640675048828125,0.4499999999999999,9.0,182.88
185.42,185.0,30.0,22.0,180.34,7,3.0,31.0,172.72,170.0,60.171875,274.6015625,245.28515625,2.30078125,3.0,1.875,True,0.070625,0.2962890625,1.8125,187.96
195.58,225.0,29.0,0.0,182.88,10,0.0,29.0,182.88,210.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,182.88
180.34,170.0,25.0,0.0,193.04,6,0.0,35.0,185.42,170.0,45.32421875,94.5,99.75,3.625,0.0,16.46484375,True,0.0290234375,0.4499999999999999,3.37890625,182.88
177.8,185.0,34.0,0.0,190.5,7,0.0,32.0,180.34,185.0,104.125,94.5,99.75,3.625,0.0,18.25,True,0.25,0.4499999999999999,7.7141265869140625,185.42
177.8,145.0,27.0,16.0,187.96,4,4.0,26.0,177.8,155.0,90.716796875,124.40625,121.1875,6.484375,3.0,8.822509765625,True,0.21714599609375,0.3309375,9.458740234375,185.42
180.34,170.0,25.0,9.0,187.96,6,1.0,35.0,182.88,170.0,85.75,247.0,193.0,10.0,1.0,35.25,False,0.2,0.5075,17.75,182.88
167.64,135.0,23.0,3.0,182.88,2,0.0,28.0,170.18,125.0,112.0,275.8466796875,16.0,0.0,0.0,37.0,True,0.0,0.23,5.0,172.72
175.26,170.0,31.0,24.0,190.5,6,4.0,31.0,187.96,170.0,29.58984375,55.56258010864258,30.355365753173828,11.0,0.0,36.033203125,True,0.00244140625,0.4088999557495117,7.0546875,177.8
185.42,205.0,29.0,14.0,190.5,8,2.0,25.0,185.42,205.0,42.03125,21.7421875,36.015625,11.0,0.0,26.8125,False,0.053125,0.475078125,4.84375,193.04
177.8,155.0,27.0,0.0,182.88,5,0.0,28.0,180.34,155.0,94.0,94.5,99.75,3.625,0.0,22.0,True,0.5,0.4499999999999999,12.0,185.42
175.26,145.0,25.0,0.0,177.8,5,0.0,27.0,172.72,155.0,323.796875,94.5,99.75,3.625,0.0,5.0,True,0.55,0.4499999999999999,4.0,182.88
193.04,225.0,26.0,7.0,185.42,9,4.0,34.0,182.88,225.0,45.0,3.375,12.8125,1.25,3.0,5.0,True,0.25,0.525625,2.0,195.58
