R_avg_opp_DISTANCE_landed,R_age,R_avg_opp_SIG_STR_pct,B_avg_DISTANCE_landed,R_avg_opp_CLINCH_att,B_avg_opp_LEG_landed,B_avg_BODY_landed,B_avg_opp_BODY_landed,B_avg_GROUND_att,R_avg_opp_HEAD_landed,B_avg_opp_CTRL_time(seconds),R_avg_GROUND_landed,R_avg_opp_BODY_att,R_avg_CLINCH_att,R_avg_HEAD_landed,B_avg_CLINCH_att,B_age,R_avg_TD_landed,B_avg_BODY_att,R_avg_TOTAL_STR_landed,Winner
16.0,22.0,0.55,27.412109375,4.0,3.5,6.3095703125,7.15380859375,2.25,19.0,100.5,0.0,3.0,0.0,5.0,7.0625,33.0,1.0,7.0,33.0,Red
26.9970703125,35.0,0.601103515625,32.1875,6.736328125,3.875,5.4375,3.625,19.1875,30.365234375,184.6875,2.1064453125,5.4462890625,4.169921875,15.9619140625,4.9375,25.0,0.9248046875,8.8125,34.2548828125,Red
18.5,29.0,0.405,10.0390625,1.0,4.875,2.0,7.0625,6.5,18.0,128.0,2.0,3.0,1.25,20.75,0.0,26.0,1.25,2.5,41.0,Blue
0.0,36.0,0.71,5.0,0.0,0.0,1.0,4.0,0.0,5.0,42.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,1.0,5.0,Blue
9.83251953125,37.0,0.7851318359374999,17.75,14.9990234375,5.5,7.0,7.5,2.5,13.80810546875,405.75,0.1806640625,6.17236328125,3.93212890625,7.28857421875,5.5,33.0,0.05029296875,10.0,15.453125,Blue
40.546875,36.0,0.3275,53.375,2.140625,24.25,26.5,11.875,8.875,31.53125,143.125,4.734375,8.25,6.046875,29.453125,12.125,30.0,0.375,36.875,60.25,Red
1.0,27.0,0.5800000000000001,7.4375,1.5,1.75,2.4375,1.9375,4.4375,8.5,40.125,2.5,3.5,24.5,9.0,5.375,27.0,0.5,3.5,45.0,Red
6.125,28.0,0.60875,9.3125,3.1875,4.0,4.0,1.939453125,1.0,9.125,228.828125,14.4375,1.375,3.9375,15.5,9.5,26.0,1.5625,5.4375,61.5,Red
13.0,23.0,0.615,2.75,31.5,0.5,0.5,1.0,8.5,29.0,15.75,0.5,30.0,9.5,15.0,0.5,23.0,0.5,0.5,38.0,Blue
23.5625,26.0,0.534375,19.0,4.75,3.0,5.0,10.0,0.0,19.0625,108.0,1.9375,9.625,3.3125,12.4375,5.0,27.0,0.0,12.0,29.875,Red
5.25,26.0,0.3303125,2.0,2.3125,0.0,0.0,1.0,10.0,10.5625,212.0,11.09375,5.3125,2.65625,19.8125,0.0,23.0,4.4375,0.0,66.34375,Red
58.0,28.0,0.35,18.25,2.0,5.0,7.75,11.09765625,4.5,26.0,282.3125,0.0,14.0,4.0,111.0,10.0,32.0,0.0,11.0,114.0,Red
7.0,24.0,0.42,3.125,7.0,1.40625,0.84375,4.28125,5.96875,10.0,276.0,20.0,0.0,3.0,23.0,1.875,26.0,2.0,1.40625,64.0,Red
12.0,27.0,0.21,20.40625,3.0,2.796875,10.5625,14.015625,4.015625,10.0,34.828125,5.0,3.0,3.0,19.0,20.15625,30.0,2.0,14.296875,29.0,Red
19.875,31.0,0.33,16.5625,4.625,1.0673828125,2.5,3.17010498046875,26.0,9.46875,39.8828125,4.03125,11.9375,5.15625,18.46875,19.0,27.0,0.84375,2.5,38.5625,Red
26.5,32.0,0.2562533569335937,15.0,4.5546875,4.75,11.25,8.0,14.03125,14.236328125,217.5,4.34375,12.75,5.0,42.4296875,17.0,24.0,0.15625,12.6875,103.90625,Red
3.5,28.0,0.475,9.25,1.5,6.25,1.0,21.5,6.25,41.0,462.25,3.75,4.5,1.5,7.5,5.0,26.0,0.0,1.25,15.75,Red
21.0,31.0,0.56,31.0,11.0,2.0,7.20654296875,7.5,5.375,24.0,242.5,26.0,6.0,7.0,37.0,16.875,33.0,6.0,7.0,67.0,Red
1.0,30.0,0.33,20.79296875,0.0,4.25,8.5,6.5,4.5,1.0,189.75,0.0,0.0,0.0,1.0,7.875,29.0,0.0,12.0,6.0,Red
30.71875,28.0,0.5053124999999999,29.25,25.375,6.5,10.625,5.0,5.25,30.71875,85.0,14.34375,18.21875,8.15625,37.71875,34.0,28.0,3.5625,12.0,69.40625,Red
12.7919921875,36.0,0.4672509765625,6.6171875,20.35888671875,0.8125,1.4765625,0.1953125,1.46875,12.9296875,35.7734375,1.3671875,12.60791015625,6.826171875,9.578125,5.0859375,30.0,0.6708984375,1.5,48.46826171875,Red
6.0,29.0,0.33,14.0,11.0,10.3095703125,2.76348876953125,2.0,4.5,13.0,272.5,31.0,9.0,15.0,40.0,12.0,27.0,1.0,3.5,103.0,Blue
12.5,29.0,0.295,20.0,20.0,1.0,7.0,7.0,1.0,27.5,73.0,4.0,15.5,8.5,28.5,4.0,22.0,0.5,17.0,37.5,Blue
16.5,32.0,0.375,7.0,5.75,2.0,1.0,3.0,0.0,11.5,180.0,2.25,9.25,2.75,15.75,1.0,32.0,0.5,4.0,23.75,Red
42.0,23.0,0.45,11.6875,11.5,2.1328125,0.46875,8.1171875,3.6875,37.0,64.28125,9.0,9.5,13.0,33.5,5.125,29.0,0.5,1.46875,66.5,Blue
35.0,34.0,0.24,27.0,3.0,7.0,5.0,3.0,0.0,27.0,0.0,0.0,13.0,0.0,39.0,4.0,26.0,0.0,9.0,47.0,Red
23.4140625,32.0,0.3384375,50.0,12.15234375,1.0,19.0,15.0,39.0,17.296875,215.0,5.984375,16.48046875,15.73828125,41.3984375,33.0,22.0,0.30078125,30.0,74.1484375,Red
22.5836181640625,31.0,0.431153564453125,46.46875,23.4871826171875,16.03515625,5.72265625,9.84375,9.67578125,27.4095458984375,79.28125,6.0732421875,17.723876953125,20.578369140625,30.3822021484375,4.01171875,27.0,1.4622802734375,9.52734375,77.1510009765625,Blue
4.63671875,27.0,0.21625,3.125,1.88671875,1.5,4.5,5.0,13.5,5.0703125,110.25,7.57421875,2.83203125,4.43359375,13.5703125,7.375,30.0,2.17578125,5.125,66.2890625,Red
3.125,31.0,0.5562499999999999,2.0,5.0,0.0,4.0,5.0,1.0,12.0,87.0,11.375,3.75,5.375,11.625,5.0,27.0,1.125,4.0,39.125,Red
18.4375,26.0,0.445078125,22.5,4.875,3.4375,4.0,4.0,15.5,11.828125,175.5,12.796875,8.109375,3.84375,28.8125,9.75,26.0,1.546875,4.6640625,64.6640625,Blue
25.0,29.0,0.368125,40.5,5.453125,13.5,14.5,8.0,3.5,23.328125,301.0,7.5,24.603729248046875,5.0,26.0234375,15.5,29.0,1.015625,17.0,49.75,Blue
21.811492919921875,32.0,0.4112468719482421,6.0,7.137977600097656,2.0,0.0,3.0,26.0,25.393051147460938,7.0,1.0537567138671875,10.917037963867188,2.2060089111328125,14.819427490234377,0.0,35.0,1.1085128784179688,0.0,30.82954406738281,Red
13.984375,31.0,0.57578125,15.25,8.15625,2.0,6.25,6.25,17.5,14.96875,46.75,15.46875,7.265625,1.953125,19.609375,4.25,36.0,0.0,8.5,40.625,Blue
10.625,31.0,0.4606249999999999,4.4375,9.125,0.1875,1.375,0.75,6.5,15.5,49.375,3.3125,5.9375,4.6875,8.375,1.9375,24.0,0.8125,1.9375,44.875,Red
14.96875,32.0,0.2959375,11.513671875,1.6875,0.857421875,5.046875,0.380859375,7.07421875,14.15625,11.71875,9.21875,2.28125,14.875,27.28125,9.669921875,30.0,3.15625,5.640625,114.78125,Red
12.0,34.0,0.44,25.75,8.0,7.125,6.5625,15.625,1.9375,16.0,57.9375,0.0,5.0,1.0,35.0,4.8125,28.0,0.0,11.875,40.0,Blue
1.328125,31.0,0.4725,9.1532564163208,1.421875,0.5866022109985352,2.7863502502441406,2.177284240722656,12.227516174316406,4.609375,28.85025310516357,16.734375,1.234375,3.890625,19.5,3.561285972595215,36.0,0.53125,4.139457702636719,25.546875,Red
9.0849609375,32.0,0.30900390625,26.25,7.861328125,3.0,3.5625,6.0,10.0,11.7421875,44.40625,19.904296875,5.6171875,10.4091796875,31.2939453125,5.5,27.0,1.4072265625,5.25,62.146484375,Blue
10.265625,32.0,0.61453125,9.148651123046877,1.8515625,0.982147216796875,1.453857421875,0.912200927734375,4.06365966796875,11.28125,45.91748046875,5.2734375,2.4453125,3.3515625,11.6171875,1.572967529296875,35.0,0.484375,1.947509765625,31.390625,Blue
24.5,32.0,0.525,62.0,1.0,0.0,24.0,10.0,1.0,15.7509765625,74.0,1.75,10.5,0.390625,11.59375,23.0,25.0,1.125,34.0,45.24609375,Red
12.0,26.0,0.385,86.0,6.375,3.0,15.0,1.0,14.0,9.25,44.0,7.5,4.75,13.25,18.0,21.0,35.0,3.375,24.0,54.125,Red
18.927734375,31.0,0.35642578125,38.4375,5.560546875,13.4375,4.4375,7.625,2.375,17.830078125,119.625,2.75,7.6875,16.5234375,19.546875,3.8125,33.0,0.986328125,6.9375,58.353515625,Blue
16.625,32.0,0.5175000000000001,32.0,2.5,25.0,3.0,15.0,0.0,16.75,73.0,2.5,5.625,3.75,17.625,4.0,28.0,0.125,6.0,30.0,Blue
0.0,28.0,0.25,8.0,0.0,9.125,5.5,6.0,0.0,0.0,200.125,7.5,0.5,0.0,7.5,36.0,28.0,1.0,8.38671875,10.5,Red
6.5,24.0,0.415,17.75,14.0,2.0,7.25,5.75,6.25,7.0,231.0,0.0,9.5,12.0,12.5,2.5,30.0,0.0,7.5,45.5,Blue
16.984375,33.0,0.3246875,26.8037109375,3.53125,2.9716796875,6.958984375,2.9716796875,2.8642578125,19.28125,354.6044921875,1.5625,6.578125,4.203125,17.8125,6.408203125,26.0,0.875,12.6142578125,35.125,Red
57.35792541503906,35.0,0.5459819030761719,39.10939276218414,16.80145263671875,4.474093914031982,7.896266460418701,17.801138281822205,2.030189871788025,43.09417724609375,18.786006927490234,2.7650604248046875,26.4786376953125,10.0946044921875,37.585479736328125,2.5157723426818848,34.0,0.0655364990234375,9.380996942520142,50.64501953125,Red
19.875,31.0,0.4075,11.96875,9.75,2.125,1.875,5.0,14.25,20.5,736.0,10.84375,7.765634536743164,8.5,17.125,1.0,21.0,1.4375,4.375,118.0,Red
7.0,23.0,0.64,28.0,41.0,21.0,9.0,15.0,0.0,7.0,40.0,12.0,29.0,12.0,19.0,7.0,37.0,1.0,17.0,45.0,Red
5.25,32.0,0.2325,23.5,1.75,12.25,7.25,3.25,16.0,6.75,91.75,11.0,2.5,0.75,14.5,6.25,26.0,2.25,11.0,37.75,Blue
30.3671875,36.0,0.370703125,41.0,7.462890625,12.0,13.0,15.0,0.0,23.3671875,348.0,0.708984375,8.935546875,4.79296875,19.83984375,1.0,30.0,0.791015625,28.0,28.408203125,Blue
24.0,26.0,0.32,30.21826171875,10.5,3.1875,4.0,9.0,0.5,11.5,11.0,0.5,19.5,11.5,35.5,8.0,30.0,1.5,5.625,92.0,Red
21.7578125,31.0,0.4246484375,46.8037109375,3.70703125,0.95361328125,11.200927734375,8.092041015625,3.9267578125,10.12109375,94.66552734375,1.40234375,16.76953125,4.3671875,9.8046875,6.95458984375,33.0,3.5390625,30.62548828125,23.58203125,Blue
6.609375,29.0,0.3778125,13.0,2.21875,1.375,4.25,0.875,5.75,9.109375,23.125,12.0625,2.671875,8.359375,19.140625,5.5,26.0,3.421875,5.0,39.625,Red
8.0,27.0,0.5700000000000001,1.0,9.5,0.0,1.0,6.0,7.0,12.0,1.0,10.0,2.5,11.5,15.0,0.0,33.0,3.5,1.0,87.5,Red
33.72613906860352,36.0,0.5008471298217774,19.01629638671875,9.700111389160156,6.850845336914063,3.919967651367188,5.188644409179688,4.741455078125,25.075340270996094,16.940353393554688,1.2333984375,16.435401916503906,14.25656509399414,20.2558822631836,3.266464233398437,33.0,0.6133575439453125,7.4154052734375,41.30346298217773,Blue
19.0,28.0,0.47875,33.5,22.875,8.0,6.5,10.5,7.0,20.125,340.0,8.75,17.875,16.25,26.25,2.5,34.0,1.75,10.5,70.0,Red
14.83642578125,33.0,0.3437109375,32.0,4.1787109375,11.5,15.25,6.0,3.0,11.97314453125,252.25,0.66845703125,5.426025390625,7.200927734375,14.144287109375,16.5,29.0,0.281982421875,22.5,54.808837890625,Red
35.65625,32.0,0.478125,13.0,3.765625,5.0,7.375,7.75,3.5,14.3125,339.125,4.59375,16.203125,1.359375,12.28125,10.5,25.0,1.15625,7.75,62.71875,Blue
11.0,29.0,0.5800000000000001,20.5,5.0,12.0,18.2138671875,4.0,1.10546875,13.5,424.0,0.0,7.0,5.0,8.5,2.3193359375,28.0,0.0,22.0,25.5,Blue
20.4609375,26.0,0.372734375,20.5,7.96484375,5.25,1.9375,8.322265625,2.625,15.47265625,109.4249267578125,4.75390625,8.3359375,4.2578125,16.47265625,22.0,31.0,1.8828125,2.75,60.73046875,Blue
3.390625,32.0,0.364453125,19.125,2.4453125,4.625,3.25,5.3125,11.875,3.9453125,168.6875,4.9375,2.390625,0.4375,5.6953125,3.0625,33.0,1.4609375,6.5,32.8359375,Red
16.8355712890625,31.0,0.4161004638671874,64.142578125,5.069625854492188,15.49609375,16.4208984375,14.978515625,13.6552734375,14.084014892578123,107.75,7.06280517578125,6.622894287109375,4.525787353515625,17.169677734375,15.1337890625,32.0,0.0757293701171875,20.6455078125,28.85780334472656,Blue
9.75,31.0,0.55,10.0,7.25,4.0,4.5,6.0,0.0,16.0,342.5,2.0,10.5,7.0,9.25,7.5,25.0,0.75,5.5,38.5,Blue
76.33673095703125,29.0,0.44353515625,33.01708984375,18.4727783203125,8.27734375,8.4912109375,9.92919921875,2.09765625,63.24603271484375,112.93603515625,1.72344970703125,27.8631591796875,4.08380126953125,23.9857177734375,8.37158203125,33.0,0.2689208984375,10.9072265625,31.50244140625,Red
31.5,30.0,0.29,52.875,10.25,6.75,23.25,4.625,0.0,19.5,30.375,1.25,19.5,6.375,46.625,29.875,28.0,0.75,36.25,69.375,Blue
41.0,23.0,0.495,1.0,5.0,2.0,0.0,0.0,2.0,44.0,215.0,2.0,19.0,2.0,12.5,0.0,32.0,1.5,0.0,22.5,Red
101.05419921875,33.0,0.43592041015625,37.339556485414505,6.62939453125,0.8716908693313599,7.564017981290817,6.746901452541351,3.477839231491089,74.638427734375,0.7307308614253998,3.39208984375,40.20849609375,7.6845703125,35.674072265625,4.0160515904426575,38.0,0.05712890625,15.16364887356758,79.1259765625,Blue
14.34765625,32.0,0.41296875,2.0,7.9375,1.0,0.0,0.0,4.0,24.3671875,0.0,10.05859375,12.0234375,13.54296875,25.359375,0.0,26.0,0.53515625,0.0,90.4921875,Red
25.306640625,26.0,0.3701562499999999,6.0,5.0,0.0,0.0,0.0,0.0,28.15625,3.0,1.875,7.25,24.0,17.546652659773827,0.0,26.0,2.75,0.0,47.75,Red
1.75,30.0,0.7125,19.19140625,8.0,1.0,9.0,8.0,7.0,5.0,150.375,2.25,2.5,9.5,6.5,14.0,32.0,0.5,13.0,20.0,Red
20.625,30.0,0.3425,30.0,10.0625,1.0,12.0,0.0,2.0,25.25,135.0,1.375,12.8125,5.4375,14.125,6.0,28.0,0.625,15.0,34.875,Red
33.3388671875,31.0,0.4501611328125,5.5,6.07177734375,0.0,4.5,1.0,4.0,14.533203125,12.5,1.07568359375,18.177734375,4.46875,10.7978515625,10.0,29.0,0.4462890625,5.0,66.47509765625,Red
20.328125,27.0,0.60484375,4.5,11.63671875,2.0,0.0,1.5,0.0,29.16796875,224.5,1.52734375,2.71484375,7.453125,13.35546875,4.5,23.0,0.5,0.0,34.59375,Red
18.55078125,27.0,0.25625,19.0,6.2578125,13.0,10.0,19.5,10.5,15.74609375,63.0,7.30078125,8.2421875,5.36328125,16.0859375,11.0,26.0,1.2109375,11.0,24.15625,Red
1.0,27.0,0.75,5.0,4.0,8.984375,9.9375,7.0,35.01953125,5.0,380.865234375,15.0,2.0,5.0,17.0,14.0,25.0,1.0,13.359359741210938,23.0,Red
14.0,31.0,0.32,26.0,5.0,10.0,6.0,7.0,4.0,12.0,93.0,2.0,4.0,7.0,29.0,3.0,27.0,0.0,7.0,45.0,Red
20.578125,30.0,0.302578125,54.0,2.671875,18.0,2.0,10.0,3.0,5.95703125,0.0,12.58203125,14.3203125,2.0703125,27.0,0.0,27.0,3.7578125,5.0,74.01171875,Red
42.28125,34.0,0.5486328125,6.0,56.21875,3.0,4.0,3.0,15.0,38.08984375,106.0,2.51953125,39.16796875,33.23046875,27.4453125,3.0,23.0,1.5390625,4.0,83.0625,Blue
0.0,25.0,0.0,11.5,0.0,12.0,2.5,3.5,3.5,0.0,361.0,10.0,0.0,0.0,10.0,10.0,29.0,1.0,2.5,19.0,Red
15.0,29.0,0.27,7.0,1.0,3.0,0.0,0.0,11.0,8.5,1.0,5.5,6.0,5.5,17.5,0.0,28.0,1.5,0.0,51.0,Red
9.5,21.0,0.2925,18.25,10.75,1.8004264831542969,1.875,3.0,5.5,17.0,175.5,4.5,2.0,10.0,20.0,1.5,25.0,2.0,2.5,90.75,Red
8.25,26.0,0.3424999999999999,6.25,2.75,1.59375,1.25,0.90625,48.34375,9.75,43.65625,13.0,6.5,4.5,19.75,4.40625,31.0,2.75,2.75,44.25,Red
8.1629638671875,38.0,0.4797985839843749,9.15625,10.09429931640625,2.890625,2.3046875,1.84375,1.140625,15.77911376953125,29.9375,6.37237548828125,5.6649169921875,4.57244873046875,8.94256591796875,2.6171875,41.0,0.50885009765625,2.8046875,23.50421142578125,Red
23.5546875,24.0,0.329453125,8.483154296875,5.765625,7.473495483398437,5.009048461914063,2.4537811279296875,6.3690948486328125,19.6640625,366.04925537109375,7.71875,7.015625,4.703125,33.5390625,8.064743041992188,36.0,2.3984375,8.00201416015625,55.0859375,Red
56.525390625,32.0,0.4258642578125,32.890625,15.10986328125,14.140625,18.59375,18.84375,13.0625,42.173828125,160.515625,0.03369140625,17.685546875,25.708984375,24.998046875,22.546875,33.0,0.0234375,24.34375,115.400390625,Red
0.5,31.0,0.31,21.69921875,9.5,6.2421875,4.21484375,17.54296875,1.859375,17.0,348.390625,12.0,5.5,2.5,15.0,12.45703125,34.0,0.0,4.73046875,29.0,Red
35.96875,27.0,0.431875,35.75,26.78125,1.5,3.75,9.0,15.75,31.84375,138.5,1.4375,21.65625,31.6875,35.5625,5.75,30.0,0.65625,7.5,71.28125,Red
39.0,33.0,0.39,49.5,7.0,10.75,6.5,7.5,25.5,35.0,163.25,11.0,17.0,4.0,51.0,5.0,36.0,2.0,12.75,96.0,Red
75.5,36.0,0.395,57.0,25.0,4.0,17.0,28.0,4.0,82.5,10.0,11.5,16.5,13.5,31.0,5.0,32.0,2.0,48.0,95.0,Red
28.5,32.0,0.3425,18.75,4.328125,2.5,14.741943359375,9.0,8.0,31.0,220.5,1.55340576171875,14.375,7.75,27.75,1.0,30.0,1.875,17.4375,40.875,Red
32.0,22.0,0.3875,8.0,5.875,0.5,5.0,3.0,34.5,24.75,266.0,16.875,9.375,17.375,42.375,12.0,27.0,3.625,6.5,98.625,Red
15.0,27.0,0.615,3.0,11.5,1.0,3.0,4.0,0.0,31.5,57.0,3.0,9.5,14.0,15.0,2.0,27.0,1.0,3.0,68.0,Red
22.25,29.0,0.5589453125,1.5,25.0,0.25,1.5,0.75,9.5,35.75,76.25,9.0,6.4375,11.25,28.875,2.625,32.0,0.0,1.625,62.6875,Red
30.0,25.0,0.30783447265625,23.5,10.0,2.4267578125,16.03125,2.03125,6.4375,20.9345703125,325.0,1.2734375,11.0,3.5625,38.875,12.0,28.0,2.375,21.0,41.0,Red
10.7265625,22.0,0.41125,33.20703125,2.5,3.2578125,13.21484375,23.861328125,8.73828125,15.578125,346.533203125,11.375,8.732421875,12.5,13.171875,2.337890625,27.0,1.75,21.025390625,110.8338623046875,Blue
2.0,32.0,0.55,17.0,3.0,4.25,6.0,4.0,0.0,24.0,32.0,1.0,0.0,1.0,4.0,1.5,31.0,0.0,6.34375,9.0,Blue
16.0,24.0,0.4675,28.375,3.1875,14.0,9.0,17.0,5.5,17.5,450.5,1.0,14.375,4.535400390625,36.0,3.5,23.0,2.0,10.5625,61.65625,Red
71.05712890625,32.0,0.5146630859375,13.9732666015625,5.951171875,7.8251953125,5.053955078125,4.8155517578125,0.96728515625,48.40478515625,115.059814453125,1.888671875,17.85791015625,1.77197265625,55.111328125,8.8544921875,32.0,0.01123046875,5.7266845703125,71.82421875,Blue
30.5,31.0,0.475,30.0,23.0,6.0,3.5,2.0,1.0,32.5,66.0,0.0,21.0,9.5,23.5,8.5,30.0,1.0,13.0,54.0,Red
86.3681640625,28.0,0.37314453125,27.0,8.10400390625,11.5,3.5,7.0,0.5,66.3466796875,300.75,1.75341796875,27.3759765625,6.283203125,74.59326171875,2.75,29.0,0.28369140625,6.25,100.26123046875,Red
32.681640625,22.0,0.375,44.0,7.294921875,8.46875,16.12109375,11.375,15.642578125,28.33203125,309.5,1.0,3.0,3.875,26.8125,27.0,31.0,1.0,20.5,50.5,Red
7.23193359375,37.0,0.2194058227539062,4.7872467041015625,0.70379638671875,0.676177978515625,1.3539810180664062,0.494873046875,24.39313507080078,5.122467041015625,24.47894287109375,7.552642822265625,1.070220947265625,0.81573486328125,21.36215209960937,3.25408935546875,31.0,0.03131103515625,1.4879684448242188,26.649444580078125,Red
12.0,25.0,0.54,5.0,6.0,0.0,1.0,1.0,0.0,28.0,31.0,6.0,13.0,6.0,5.0,2.0,27.0,0.0,2.0,109.0,Blue
36.125,32.0,0.32125,46.25,9.125,12.375,9.625,12.3125,2.5625,27.5,137.8125,4.875,11.875,23.875,35.75,9.4375,25.0,2.625,13.75,161.25,Blue
7.75,35.0,0.285,73.5,2.75,21.5,15.0,6.0,0.0,4.5,35.0,0.75,4.25,0.25,4.0,4.0,26.0,0.0,30.0,14.0,Red
40.685546875,30.0,0.4094921875,84.25,20.611328125,17.875,10.375,15.3125,3.9375,29.802734375,58.5625,2.21484375,28.853515625,13.73046875,21.47265625,6.5625,31.0,0.603515625,17.4375,69.142578125,Red
18.5,20.0,0.415,19.94012451171875,15.5,2.0,13.03125,4.54296875,18.02562141418457,10.78125,219.5,8.75,12.3251953125,28.4140625,18.75,19.5,35.0,1.0,15.0625,48.3125,Red
100.871337890625,32.0,0.37226318359375,34.85693359375,2.022216796875,8.7822265625,3.9736328125,9.68798828125,1.9853515625,81.660400390625,30.8046875,0.460693359375,19.842529296875,0.39599609375,50.749267578125,1.57470703125,29.0,0.01953125,10.017578125,82.8662109375,Blue
14.0,29.0,0.4024999999999999,0.5,7.25,0.0,0.5,0.0,5.5,4.75,3.5,5.25,8.5,7.0,17.5,0.0,30.0,1.0,0.5,46.0,Red
11.9921875,32.0,0.470859375,34.375,5.9921875,5.75,3.875,3.25,9.375,18.9375,138.375,1.8046875,7.2109375,5.8203125,14.6796875,1.875,24.0,1.1953125,6.625,22.3671875,Blue
42.26018524169922,40.0,0.5381124114990234,48.84375,28.25589370727539,10.7265625,12.890625,6.859375,1.6875,46.7986946105957,317.4140625,42.52327346801758,23.10405731201172,10.473278045654297,48.99641036987305,4.7109375,32.0,2.031803131103516,15.6875,93.28151321411131,Blue
24.640625,29.0,0.36958984375,30.04264640808105,14.880859375,6.739751815795898,7.472454071044922,3.9818649291992174,6.6570587158203125,18.662109375,76.08622360229492,2.65625,14.8671875,6.005859375,26.177734375,4.251920700073242,30.0,0.98828125,8.650449752807617,52.66015625,Draw
54.69219970703125,37.0,0.348016357421875,14.40673828125,11.68634033203125,2.6748046875,4.76953125,4.07861328125,2.638671875,32.697998046875,26.08447265625,1.20111083984375,19.4337158203125,10.27203369140625,21.75445556640625,3.18505859375,38.0,0.59405517578125,7.7138671875,38.81634521484375,Red
10.52783203125,35.0,0.3442138671875,3.1220703125,3.544921875,3.71484375,0.751953125,1.96142578125,7.22412109375,36.78466796875,249.84375,12.02001953125,5.9140625,0.98681640625,22.3017578125,4.39306640625,33.0,0.533203125,1.267578125,57.796875,Red
1.0,28.0,0.135,6.0,3.0,3.0,1.5,0.0,15.0,1.5,24.0,7.5,0.0,4.5,8.0,4.5,29.0,1.0,2.0,18.0,Red
16.15625,35.0,0.5225,10.84375,1.921875,6.6875,1.1875,7.28125,7.25,21.03125,185.0625,1.84375,2.8125,4.1875,8.75,2.25,38.0,0.0,3.0625,20.96875,Red
41.5,28.0,0.2199999999999999,20.0,4.8740234375,4.0,6.0,3.5,8.0,35.3671875,137.0,1.09375,9.0,7.0,18.5,6.0,26.0,2.0,6.25,86.84375,Blue
4.734375,36.0,0.73484375,18.30859375,7.53125,5.25,3.8359375,4.0,18.806640625,7.828125,363.0,3.046875,2.34375,11.421875,6.359375,9.755859375,31.0,0.765625,7.0,17.25,Blue
11.5625,34.0,0.54125,17.0,7.125,3.4375,1.0,3.9818649291992174,2.0,7.9375,104.0,1.1875,5.9375,8.8125,12.0625,9.5,26.0,1.125,1.3125,65.1875,Blue
25.5,29.0,0.3924999999999999,24.125,6.0,2.75,18.1875,4.3125,5.875,28.75,251.625,12.5,6.75,10.5,25.0,27.0,32.0,0.5,22.9375,72.25,Red
19.5,23.0,0.295,15.0,2.5,2.0,6.34375,1.0,17.25,15.5,73.375,0.5,6.0,7.0,29.0,2.681640625,33.0,3.0,11.5,59.5,Red
8.0,30.0,0.29375,38.59765625,7.5,2.671875,11.734375,6.171875,3.75,23.5,92.828125,4.5,11.0625,6.21484375,13.677734375,9.01171875,28.0,2.0,14.9453125,47.375,Blue
23.0,36.0,0.6,4.0,13.0,4.0,4.0,1.0,2.0,33.0,472.0,10.0,9.0,1.0,31.0,5.0,22.0,1.0,4.0,115.0,Blue
1.0,26.0,0.57,19.5,1.0,3.0,13.0,6.0,18.0,2.0,248.0,0.0,1.0,0.0,0.0,10.5,25.0,0.0,17.0,6.0,Blue
29.0,24.0,0.5249999999999999,13.0,10.5,4.0,3.5,10.75,0.0,31.5,103.75,1.0,3.5,6.5,18.5,5.5,27.0,0.0,8.84716796875,28.0,Red
22.21142578125,24.0,0.31916748046875,28.226600646972656,3.117919921875,8.455982208251953,5.626787185668945,6.689496994018555,11.300647735595703,12.704345703125,236.80125522613525,3.465087890625,8.168212890625,4.475341796875,26.48095703125,8.465923309326172,29.0,0.125,7.914350509643555,45.3583984375,Red
55.523990005254745,36.0,0.3941305375099182,36.71129989624024,14.464857131242752,4.768161773681641,7.269050598144531,4.229148864746094,8.769962310791016,45.49257880449295,8.855548858642578,0.5779531300067902,27.644717514514923,7.61276575922966,29.273052781820297,1.5347900390625,35.0,0.5961992740631104,9.263877868652344,66.29893860220909,Blue
13.5625,30.0,0.42449462890625,18.25,16.46875,10.1953125,0.639892578125,8.6875,0.0,26.0,61.5,3.0,2.46875,2.875,20.0,1.75,24.0,1.59375,5.0,68.5,Red
17.205078125,30.0,0.29994873046875,59.25,5.985107421875,2.375,10.0625,5.28125,4.03125,12.332763671875,44.40625,2.58203125,11.3583984375,6.375732421875,20.022216796875,2.6875,27.0,0.37353515625,17.5,37.20751953125,Blue
11.0,27.0,0.3249999999999999,4.875,2.5,2.125,0.75,1.625,0.875,8.75,173.375,6.75,2.75,2.5,15.25,1.375,24.0,2.25,1.25,37.25,Red
3.0,35.0,0.435,0.0,1.0,1.0,0.0,6.0,0.0,3.0,48.0,0.0,0.0,1.0,1.0,1.0,33.0,0.5,0.0,3.5,Red
0.0,27.0,0.63,12.0,4.0,2.0,2.0,4.0,0.0,14.0,78.0,4.0,0.0,8.0,6.0,3.0,27.0,0.0,3.0,101.0,Red
26.48703911527992,25.0,0.3725,4.0,10.0,3.0,0.0,2.5,13.0,21.4375,543.5,1.0,9.0,11.9375,14.0,18.5,35.0,0.5,0.0,56.66015625,Red
11.0,31.0,0.52,40.0,1.0,5.25,14.75,8.0,5.25,21.0,191.75,0.0,3.0,7.0,28.0,1.0,32.0,0.0,21.5,66.0,Red
